# positionX (cm), positionY (mm) 
65.0 , 2.091246
65.1 , 2.7272
65.2 , 2.054639
65.3 , 2.67992
65.4 , 1.99037
65.5 , 2.115077
65.6 , 2.246614
65.7 , 2.091203
65.8 , 1.98294
65.9 , 2.223334
66.0 , 2.110473
66.1 , 2.188417
66.2 , 2.6691599999999998
66.3 , 2.041222
66.4 , 1.9457959999999999
66.5 , 1.941566
66.6 , 2.127176
66.7 , 2.012302
66.8 , 2.35693
66.9 , 2.202362
67.0 , 1.838347
67.1 , 1.360877
67.2 , 1.5051359999999998
67.3 , 1.4837159999999998
67.4 , 0.694205
67.5 , 0.6608569999999999
67.6 , 0.9947229999999999
67.7 , 0.9545959999999999
67.8 , 0.3844329999999999
67.9 , 0.3664939999999999
68.0 , 0.2836299999999998
68.1 , 0.3259099999999999
68.2 , -0.011260000000000048
68.3 , 0.24795999999999996
68.4 , 0.5596929999999999
68.5 , 0.10416999999999987
68.6 , 0.37585499999999994
68.7 , 0.07446999999999981
68.8 , 0.6683169999999999
68.9 , -0.09016000000000002
69.0 , -0.06446000000000018
69.1 , 0.09088999999999992
69.2 , 0.4655039999999999
69.3 , -0.041340000000000154
69.4 , 0.22090999999999994
69.5 , 0.48167799999999994
69.6 , 0.7084329999999999
69.7 , 0.962958
69.8 , 0.6769089999999999
69.9 , 0.764693
70.0 , 1.02527
70.1 , 0.6510179999999999
70.2 , 0.47462399999999993
70.3 , 0.5097609999999999
70.4 , 1.049992
70.5 , 1.4801099999999998
70.6 , 1.8283939999999999
70.7 , 1.492541
70.8 , 1.6535229999999999
70.9 , 2.35369
71.0 , 1.6693729999999998
71.1 , 2.000956
71.2 , 2.2901119999999997
71.3 , 2.245287
71.4 , 1.9094579999999999
71.5 , 1.8479009999999998
71.6 , 2.220005
71.7 , 2.73433
71.8 , 2.2239389999999997
71.9 , 2.7646100000000002
72.0 , 2.74232
72.1 , 2.69524
72.2 , 2.60438
72.3 , 1.925869
72.4 , 2.70178
72.5 , 2.1623989999999997
72.6 , 2.3597799999999998
72.7 , 2.60651
72.8 , 1.974847
72.9 , 2.230295
73.0 , 1.658758
73.1 , 1.8147159999999998
73.2 , 2.299825
73.3 , 1.75165
73.4 , 1.967695
73.5 , 2.0269909999999998
73.6 , 1.737755
73.7 , 0.9074749999999999
73.8 , 0.99179
73.9 , 1.170362
74.0 , 0.7378689999999999
74.1 , 0.4114009999999999
74.2 , 0.9403809999999999
74.3 , 0.46539299999999995
74.4 , 0.7907159999999999
74.5 , 0.5087559999999999
74.6 , 0.5021969999999999
74.7 , 0.7830879999999999
74.8 , -0.1093900000000001
74.9 , 0.783943
75.0 , -0.13009000000000004
75.1 , 0.8166849999999999
75.2 , 0.24902999999999986
75.3 , -0.08935000000000004
75.4 , 0.16281999999999996
75.5 , -0.04576000000000002
75.6 , 0.7044689999999999
75.7 , 0.6752829999999999
75.8 , 0.6953459999999999
75.9 , 0.618122
76.0 , 0.9498279999999999
76.1 , 0.02505999999999986
76.2 , 0.8414129999999999
76.3 , 0.8980729999999999
76.4 , 0.6298649999999999
76.5 , 0.27035999999999993
76.6 , 1.263015
76.7 , 0.8705879999999999
76.8 , 1.5894549999999998
76.9 , 1.34002
77.0 , 2.0146509999999997
77.1 , 1.570099
77.2 , 1.7500799999999999
77.3 , 2.46039
77.4 , 2.43735
77.5 , 2.272779
77.6 , 2.59345
77.7 , 2.7058999999999997
77.8 , 2.2916849999999998
77.9 , 2.196613
78.0 , 2.67328
78.1 , 2.02386
78.2 , 2.153754
78.3 , 2.2671919999999997
78.4 , 2.69833
78.5 , 2.208348
78.6 , 2.015103
78.7 , 2.61498
78.8 , 2.47903
78.9 , 2.49188
79.0 , 2.23025
79.1 , 2.4194199999999997
79.2 , 2.297866
79.3 , 1.7024839999999999
79.4 , 1.725552
79.5 , 2.207332
79.6 , 2.197559
79.7 , 2.38605
79.8 , 1.9896759999999998
79.9 , 1.694728
80.0 , 1.394326
80.1 , 0.9152829999999998
80.2 , 0.625099
80.3 , 0.33875999999999995
80.4 , 0.23421999999999987
80.5 , 0.5455539999999999
80.6 , 0.6177119999999999
80.7 , 0.23844999999999983
80.8 , 0.6103449999999999
80.9 , 0.5316509999999999
81.0 , 0.6111989999999999
81.1 , 0.8501029999999998
81.2 , -0.10845000000000016
81.3 , 0.2732699999999999
81.4 , 0.780538
81.5 , 0.00046999999999997044
81.6 , 0.7477919999999999
81.7 , -0.14329999999999998
81.8 , 0.7983719999999999
81.9 , 0.2786799999999998
82.0 , 0.32531999999999983
82.1 , 0.4899109999999999
82.2 , 0.8254809999999999
82.3 , 0.838602
82.4 , 0.49592199999999986
82.5 , 0.27471
82.6 , 0.2062799999999998
82.7 , 0.8572359999999999
82.8 , 0.34817999999999993
82.9 , 0.6080419999999999
83.0 , 0.68163
83.1 , 0.621709
83.2 , 1.7949469999999998
83.3 , 1.262462
83.4 , 1.891534
83.5 , 2.059214
83.6 , 1.6825759999999998
83.7 , 2.278831
83.8 , 2.40441
83.9 , 1.8566729999999998
84.0 , 1.823728
84.1 , 2.54636
84.2 , 2.7117
84.3 , 2.32762
84.4 , 2.266774
84.5 , 2.127213
84.6 , 2.69982
84.7 , 2.225921
84.8 , 1.995488
84.9 , 2.317728
85.0 , 2.0915019999999998
85.1 , 2.56144
85.2 , 2.50724
85.3 , 2.6287399999999996
85.4 , 2.46481
85.5 , 2.142554
85.6 , 2.61948
85.7 , 2.333487
85.8 , 2.1332969999999998
85.9 , 1.76141
86.0 , 1.751897
86.1 , 2.33281
86.2 , 1.609222
86.3 , 1.630275
86.4 , 1.60456
86.5 , 1.406059
86.6 , 1.1599769999999998
86.7 , 0.677804
86.8 , 0.5231459999999999
86.9 , 0.40876199999999996
87.0 , 0.6506119999999999
87.1 , 0.9682929999999998
87.2 , 0.4738419999999999
87.3 , 0.3914909999999999
87.4 , 0.833428
87.5 , 0.04859999999999998
87.6 , 0.5243539999999999
87.7 , 0.012659999999999894
87.8 , 0.2967199999999999
87.9 , 0.10572999999999988
88.0 , -0.09337000000000018
88.1 , 0.1980099999999998
88.2 , 0.539229
88.3 , -0.0392300000000001
88.4 , 0.11429
88.5 , 0.3988769999999999
88.6 , 0.3198399999999999
88.7 , 0.41093499999999994
88.8 , 0.5076319999999999
88.9 , 0.923017
89.0 , 0.2853899999999998
89.1 , 0.6036189999999999
89.2 , 0.5574359999999999
89.3 , 0.5182319999999999
89.4 , 1.1581929999999998
89.5 , 0.5073519999999999
89.6 , 1.3304179999999999
89.7 , 1.9596419999999999
89.8 , 2.285818
89.9 , 2.156733
90.0 , 2.1172809999999997
90.1 , 1.5856299999999999
90.2 , 1.9993979999999998
90.3 , 2.05869
90.4 , 2.47713
90.5 , 2.49626
90.6 , 1.944475
90.7 , 1.8241679999999998
90.8 , 2.273708
90.9 , 1.9425089999999998
91.0 , 2.72733
91.1 , 1.8712049999999998
91.2 , 2.66441
91.3 , 2.1456999999999997
91.4 , 2.43171
91.5 , 2.36896
91.6 , 2.77986
91.7 , 2.2057469999999997
91.8 , 2.210668
91.9 , 1.849129
92.0 , 1.770246
92.1 , 2.58275
92.2 , 2.58411
92.3 , 2.268354
92.4 , 1.9602789999999999
92.5 , 2.4202899999999996
92.6 , 1.8843549999999998
92.7 , 2.0848329999999997
92.8 , 1.032846
92.9 , 0.6898119999999999
93.0 , 1.0379749999999999
93.1 , 0.5857149999999999
93.2 , 0.32811999999999997
93.3 , 0.4183009999999999
93.4 , 0.3646489999999999
93.5 , 0.645411
93.6 , 0.5433839999999999
93.7 , 0.7430889999999999
93.8 , 0.8769469999999999
93.9 , 0.16899999999999982
94.0 , 0.07433000000000001
94.1 , 0.17060999999999993
94.2 , 0.26839999999999997
94.3 , 0.10867999999999989
94.4 , 0.758357
94.5 , -0.09792000000000001
94.6 , 0.36342799999999986
94.7 , 0.8468389999999999
94.8 , -0.06386000000000003
94.9 , 0.565973
95.0 , 0.3906829999999999
95.1 , 0.09543999999999997
95.2 , 0.3939889999999999
95.3 , 0.18219999999999992
95.4 , 1.0595599999999998
95.5 , 0.7169419999999999
95.6 , 0.887586
95.7 , 1.179331
95.8 , 0.6807799999999999
95.9 , 0.6411879999999999
96.0 , 1.335357
96.1 , 1.8257839999999999
96.2 , 1.5853849999999998
96.3 , 1.987009
96.4 , 2.010674
96.5 , 2.29912
96.6 , 1.997342
96.7 , 1.780965
96.8 , 1.7210299999999998
96.9 , 2.041744
97.0 , 1.994962
97.1 , 2.7661499999999997
97.2 , 2.5545099999999996
97.3 , 1.9272999999999998
97.4 , 2.62835
97.5 , 2.6053100000000002
97.6 , 2.5647399999999996
97.7 , 2.4215099999999996
97.8 , 2.041321
97.9 , 1.865592
98.0 , 2.5312599999999996
98.1 , 1.9122
98.2 , 1.969944
98.3 , 2.47376
98.4 , 1.9622709999999999
98.5 , 2.3051399999999997
98.6 , 2.223663
98.7 , 1.7807419999999998
98.8 , 2.39892
98.9 , 2.146881
99.0 , 1.8442379999999998
99.1 , 1.7257529999999999
99.2 , 1.714607
99.3 , 0.7269579999999999
99.4 , 1.111794
99.5 , 0.718891
99.6 , 1.151068
99.7 , 0.14403999999999995
99.8 , 0.7480499999999999
99.9 , 0.9942759999999999
100.0 , 0.628805
100.1 , 0.6571179999999999
100.2 , -0.04635000000000011
100.3 , 0.6883949999999999
100.4 , 0.1320699999999999
100.5 , 0.44272599999999995
100.6 , 0.06399999999999983
100.7 , 0.42861399999999994
100.8 , 0.1821299999999999
100.9 , 0.675078
101.0 , 0.6449879999999999
101.1 , 0.38246199999999986
101.2 , 0.44031999999999993
101.3 , 0.7014809999999999
101.4 , 0.007879999999999887
101.5 , 0.8634849999999998
101.6 , 0.1473
101.7 , 0.9310319999999999
101.8 , 0.30779
101.9 , 0.21963999999999984
102.0 , 0.3245
102.1 , 0.7161709999999999
102.2 , 0.5492849999999999
102.3 , 0.6175189999999999
